issue_id,type,status,resolution,component,priority,reporter,created,assigned,assignee,resolved,created,assigned,summary   ,description   ,affected_version,fixed_version,votes,watches,description_words,assingnee_count,comment_count,commenter,Surprising,Dormant,Blocker,Security,Performance,Breakage,commit_count,file_count,files
214,Bug,Closed,Fixed,,Major,james strachan,2007/11/13 13:20:42 +0100,2007/11/13 13:20:42 +0100,Hadrian Zbarcea,2008/03/31 22:26:54 +0100,139.3793056,139.3793056,the 1.2.0 release didnt' seem to include the javadocs or doc directory (or manual)!   ,I wondered if this was due to your machine Hiram having some dodgy maven plugin around or something?   ,1.2.0,1.3.0,0,0,18,1,4,3,1,0,0,0,0,0,0,0,
224,Bug,Closed,Fixed,camel-core,Major,Arjan Moraal,2007/11/16 09:33:43 +0100,null,Unassigned,2007/11/16 19:01:12 +0100,0.394085648,null,Headers lost after XSLT processing   ,After xslt processing the message headers are lost. See attached unit test  this test fails since revision 590680.http://svn.apache.org/viewvc?view=rev&amp;revision=590680   ,1.3.0,1.3.0,0,1,21,0,2,2,1,0,0,0,0,0,2,3,camel-core/src/main/java/org/apache/camel/builder/xml/XsltBuilder.java;camel-core/src/main/java/org/apache/camel/builder/xml/XsltBuilder.java;components/camel-juel/src/test/java/org/apache/camel/language/juel/issues/XsltLosesHeaderTest.java;
232,Bug,Closed,Fixed,camel-core,Major,Hadrian Zbarcea,2007/11/18 16:42:14 +0100,2007/11/18 16:42:14 +0100,Hadrian Zbarcea,2007/11/19 12:43:27 +0100,0.834178241,0.834178241,Fix performance counters   ,   ,1.2.0,1.3.0,0,0,1,1,1,1,1,0,0,1,0,0,2,17,components/camel-osgi/src/main/java/org/apache/camel/osgi/OsgiComponentResolver.java;camel-core/src/main/java/org/apache/camel/Route.java;camel-core/src/main/java/org/apache/camel/impl/DefaultCamelContext.java;camel-core/src/main/java/org/apache/camel/impl/DefaultLifecycleStrategy.java;camel-core/src/main/java/org/apache/camel/impl/RouteContext.java;camel-core/src/main/java/org/apache/camel/management/CamelNamingStrategy.java;camel-core/src/main/java/org/apache/camel/management/InstrumentationLifecycleStrategy.java;camel-core/src/main/java/org/apache/camel/management/ManagedEndpoint.java;camel-core/src/main/java/org/apache/camel/management/ManagedRoute.java;camel-core/src/main/java/org/apache/camel/management/ObjectNameEncoder.java;camel-core/src/main/java/org/apache/camel/model/FromType.java;camel-core/src/main/java/org/apache/camel/model/ResequencerType.java;camel-core/src/main/java/org/apache/camel/model/RouteType.java;camel-core/src/main/java/org/apache/camel/model/RoutesType.java;camel-core/src/main/java/org/apache/camel/spi/LifecycleStrategy.java;camel-core/src/test/java/org/apache/camel/management/JmxInstrumentationUsingDefaultsTest.java;examples/camel-example-spring/src/main/resources/META-INF/spring/camel-context.xml;
237,Improvement,Closed,Fixed,camel-core,Major,Hadrian Zbarcea,2007/11/19 21:25:35 +0100,2007/11/19 21:25:35 +0100,Hadrian Zbarcea,2007/11/19 21:37:04 +0100,0.007974537,0.007974537,Upgrade geronimo-specs version to 1.1   ,from 1.0   ,1.2.0,1.3.0,0,0,2,1,1,1,0,0,0,1,0,0,1,1,pom.xml;
269,Improvement,Closed,Fixed,camel-core,Major,Donatello Santoro,2007/12/18 15:58:43 +0100,2008/01/21 06:29:05 +0100,Willem Jiang,2008/01/21 06:33:53 +0100,33.60775463,0.003333333,Add getter method for routeCollection property in RouteBuilder class   ,I need to stop a RouteBuilder. A solution for this issue could be access to routeCollection property in RouteBuilder class.   ,1.2.0,1.3.0,0,1,21,1,2,2,0,0,0,1,0,0,1,1,camel-core/src/main/java/org/apache/camel/builder/RouteBuilder.java;
275,Improvement,Closed,Fixed,camel-cxf,Major,Freeman Fang,2007/12/25 09:27:20 +0100,null,Unassigned,2008/01/04 09:59:46 +0100,10.02252315,null,cxf camel transport should support to register itself to the cxf bus automatically   ,when cxf bus init  all tranports module on the classpath should register itself to the bus automatically.cxf machenism for this is just add a spring bean to describe the transport id and transport factory class mapping per as below&lt;beans xmlns='http://www.springframework.org/schema/beans' xmlns:xsi='http://www.w3.org/2001/XMLSchema-instance' xmlns:foo='http://cxf.apache.org/configuration/foo' xsi:schemaLocation=' http://www.springframework.org/schema/beans http://www.springframework.org/schema/beans/spring-beans.xsd'&gt; &lt;bean class='org.apache.camel.component.cxf.transport.CamelTransportFactory' lazy-init='true'&gt; &lt;property name='bus' ref='cxf'/&gt; &lt;property name='transportIds'&gt; &lt;list&gt; &lt;value&gt;http://cxf.apache.org/transports/camel&lt;/value&gt; &lt;/list&gt; &lt;/property&gt; &lt;/bean&gt;&lt;/beans&gt;   ,1.2.0,1.3.0,0,0,67,0,3,3,0,0,0,0,0,0,1,6,components/camel-cxf/src/main/java/org/apache/camel/component/cxf/transport/CamelTransportFactory.java;components/camel-cxf/src/main/resources/META-INF/cxf/cxf-extension-camel.xml;components/camel-cxf/src/main/resources/META-INF/cxf/cxf.extension;components/camel-cxf/src/main/resources/bus-extensions.xml;components/camel-cxf/src/test/java/org/apache/camel/component/cxf/transport/CamelDestinationTest.java;components/camel-cxf/src/test/java/org/apache/camel/component/cxf/transport/CamelTestSupport.java;
277,Bug,Closed,Fixed,camel-core,Major,J?r?me Delagnes,2007/12/26 14:16:52 +0100,2007/12/26 14:16:52 +0100,Hadrian Zbarcea,2008/01/18 13:49:46 +0100,22.98118056,22.98118056,[Spring integration] TheadType is missing in org/apache/camel/model/jaxb.index   ,TheadType is missing in org/apache/camel/model/jaxb.index =&gt; JAXB don't know how to unmarshall thread.Bug description found in Camel Users forum : http://www.nabble.com/Processor-thread-pool-td13212513s22882.html   ,1.2.0,1.3.0,0,0,24,1,3,3,0,0,0,1,0,0,1,1,camel-core/src/main/resources/org/apache/camel/model/jaxb.index;
278,Bug,Closed,Fixed,camel-spring,Major,J?r?me Delagnes,2007/12/26 14:30:52 +0100,null,Unassigned,2008/01/18 13:53:28 +0100,22.97402778,null,[Spring integration] Bad urls in META-INF/spring.schemas   ,http/://activemq.apache.org/camel/schema/spring/camel-spring-1.1.xsd becomes http/://activemq.apache.org/camel/schema/spring/camel-spring-1.1.0.xsdhttp/://activemq.apache.org/camel/schema/spring/camel-spring-1.2.xsd becomes http/://activemq.apache.org/camel/schema/spring/camel-spring-1.2.0.xsdThere's no camel-spring-1.1.xsd and camel-spring-1.2.xsd under http://activemq.apache.org/camel/schema/spring/   ,1.2.0,1.3.0,0,0,14,0,2,2,0,0,0,0,0,0,1,1,components/camel-spring/src/main/resources/META-INF/spring.schemas;
283,Improvement,Closed,Fixed,camel-core,Trivial,Claus Ibsen,2008/01/05 15:02:28 +0100,2008/01/21 06:59:56 +0100,Willem Jiang,2008/01/21 07:09:54 +0100,15.6718287,0.006921296,DeadLetterChannel - logging improvements when exchange handled by dead letter   ,The submitted patch have these improvements to the logger in deadletterchannel for delivery attempts outputs exchange id so we can correlate the lines in the log files. now also logs when the exchange could not be delivered and was handled by the failure processer (usually a deadletterchannel) minor issues with existing debug logging when sleeping (now also output millis) to be in line with other similar log lines in CamelI have not outputted the exchange itself (exchange.toString()) when the delivery could not be delivered successfully since there could be sensitive data in the exchange (e.g. an invoice input message) that we do not want to be logged in our log.But I think the logging of the exchange id is a good improvement and that they are aligned in the same position in the logline so it's easier to grep/find in the logs when you investigate and incident.   ,1.2.0,1.3.0,0,0,149,1,3,2,0,0,0,1,0,0,1,1,camel-core/src/main/java/org/apache/camel/processor/DeadLetterChannel.java;
286,Bug,Closed,Fixed,camel-cxf,Major,Wilson Freitas,2008/01/11 18:08:07 +0100,2008/01/12 08:21:51 +0100,Willem Jiang,2008/01/12 08:26:28 +0100,0.596076389,0.003206019,NullPointerException in CXF routes when there is an endpoint between router and service CXF endpoints   ,When an endpoint is added between a cxf router and a cxf service endpoint the message exchange is interrupted by a NullPointerException.Example code:----JAVA-BEGIN---------------------------------------------------------//This code worksfrom(StringUtils.join(cxfRouterURI)).to(StringUtils.join(cxfServiceURI)); // This code crashes (same problem with seda and log endpoints)String anyEndpoint = 'activemq:someQueue';----JAVA-END---------------------------------------------------------from(StringUtils.join(cxfRouterURI)).to(anyEndpoint).to(StringUtils.join(cxfServiceURI)); ----EXCEPTION-BEGIN-----------------------------------09/01/2008 18:32:40 org.apache.cxf.phase.PhaseInterceptorChain doInterceptINFO: Interceptor has thrown exception  unwinding noworg.apache.cxf.interceptor.Fault at org.apache.camel.component.cxf.interceptors.RawMessageContentRedirectInterceptor.handleMessage(RawMessageContentRedirectInterceptor.java:43) at org.apache.cxf.phase.PhaseInterceptorChain.doIntercept(PhaseInterceptorChain.java:207) at org.apache.camel.component.cxf.invoker.CxfClient.invokeWithMessageStream(CxfClient.java:137) at org.apache.camel.component.cxf.invoker.CxfClient.dispatch(CxfClient.java:89) at org.apache.camel.component.cxf.CxfProducer.process(CxfProducer.java:202) at org.apache.camel.component.cxf.CxfProducer.process(CxfProducer.java:152) at org.apache.camel.impl.converter.AsyncProcessorTypeConverter$ProcessorToAsynProcessorBridge.process(AsyncProcessorTypeConverter.java:44) at org.apache.camel.processor.SendProcessor.process(SendProcessor.java:73) at org.apache.camel.processor.DeadLetterChannel.process(DeadLetterChannel.java:143) at org.apache.camel.processor.DeadLetterChannel.process(DeadLetterChannel.java:87) at org.apache.camel.processor.Pipeline.process(Pipeline.java:101) at org.apache.camel.processor.Pipeline.process(Pipeline.java:85) at org.apache.camel.processor.UnitOfWorkProcessor.process(UnitOfWorkProcessor.java:40) at org.apache.camel.util.AsyncProcessorHelper.process(AsyncProcessorHelper.java:44) at org.apache.camel.processor.DelegateAsyncProcessor.process(DelegateAsyncProcessor.java:68) at org.apache.camel.component.cxf.CamelInvoker.invoke(CamelInvoker.java:71) at org.apache.camel.component.cxf.interceptors.AbstractInvokerInterceptor.handleMessage(AbstractInvokerInterceptor.java:65) at org.apache.cxf.phase.PhaseInterceptorChain.doIntercept(PhaseInterceptorChain.java:207) at org.apache.camel.component.cxf.CxfMessageObserver.onMessage(CxfMessageObserver.java:83) at org.apache.cxf.transport.http_jetty.JettyHTTPDestination.serviceRequest(JettyHTTPDestination.java:284) at org.apache.cxf.transport.http_jetty.JettyHTTPDestination.doService(JettyHTTPDestination.java:240) at org.apache.cxf.transport.http_jetty.JettyHTTPHandler.handle(JettyHTTPHandler.java:54) at org.mortbay.jetty.handler.ContextHandler.handle(ContextHandler.java:712) at org.mortbay.jetty.handler.ContextHandlerCollection.handle(ContextHandlerCollection.java:211) at org.mortbay.jetty.handler.HandlerWrapper.handle(HandlerWrapper.java:139) at org.mortbay.jetty.Server.handle(Server.java:313) at org.mortbay.jetty.HttpConnection.handleRequest(HttpConnection.java:506) at org.mortbay.jetty.HttpConnection$RequestHandler.content(HttpConnection.java:844) at org.mortbay.jetty.HttpParser.parseNext(HttpParser.java:726) at org.mortbay.jetty.HttpParser.parseAvailable(HttpParser.java:211) at org.mortbay.jetty.HttpConnection.handle(HttpConnection.java:381) at org.mortbay.io.nio.SelectChannelEndPoint.run(SelectChannelEndPoint.java:396) at org.mortbay.thread.BoundedThreadPool$PoolThread.run(BoundedThreadPool.java:442)Caused by: java.lang.NullPointerException at org.apache.commons.io.IOUtils.copyLarge(IOUtils.java:1025) at org.apache.commons.io.IOUtils.copy(IOUtils.java:999) at org.apache.camel.component.cxf.interceptors.RawMessageContentRedirectInterceptor.handleMessage(RawMessageContentRedirectInterceptor.java:39) ... 32 more ----EXCEPTION-END-----------------------------------Known workaround:Change the code like this:----JAVA-BEGIN--------------------------------------------------------- String anyEndpoint = 'activemq:someQueue'; from(StringUtils.join(cxfRouterURI)).process(new Processor(){ public void process(Exchange exchange) throws Exception { exchange.setOut(exchange.getIn()); } }).to(anyEndpoint).to(StringUtils.join(cxfServiceURI));----JAVA-END---------------------------------------------------------   ,1.2.0,1.3.0,0,1,148,1,2,2,0,0,0,0,0,0,1,5,components/camel-cxf/src/main/java/org/apache/camel/component/cxf/CxfExchange.java;components/camel-cxf/src/main/java/org/apache/camel/component/cxf/CxfMessage.java;components/camel-cxf/src/test/java/org/apache/camel/component/cxf/CxfPayLoadMessageRouterTest.java;components/camel-cxf/src/test/java/org/apache/camel/component/cxf/CxfRawMessageRouterTest.java;components/camel-cxf/src/test/java/org/apache/camel/component/cxf/CxfRouterTest.java;
288,Improvement,Closed,Fixed,camel-core,Major,Willem Jiang,2008/01/13 13:23:01 +0100,2008/01/13 13:23:01 +0100,Willem Jiang,2008/01/13 13:31:17 +0100,0.005740741,0.005740741,support to set the aggregation stragey of multicastProcessor   ,I have a use case   the router configuration could like this from('direct:a').multicast().to('direct:x'  'direct:y'  'direct:z');  from('direct:x').process(new AppendingProcessor('x')).to('direct:aggregater'); from('direct:y').process(new AppendingProcessor('y')).to('direct:aggregater'); from('direct:z').process(new AppendingProcessor('z')).to('direct:aggregater'); from('direct:aggregater').aggregator(header('cheese')  new BodyAggregatingStrategy()). completedPredicate(header('aggregated').isEqualTo(3)).to('mock:result');Now I send the message to endpoint 'direct:a' and I want to get the final result of the processors.And this requirement is much like the CAMEL-260.   ,1.2.0,1.3.0,0,0,56,1,3,2,0,0,0,0,0,0,1,7,camel-core/src/main/java/org/apache/camel/model/MulticastType.java;camel-core/src/main/java/org/apache/camel/model/ProcessorType.java;camel-core/src/main/java/org/apache/camel/model/SplitterType.java;camel-core/src/main/java/org/apache/camel/processor/MulticastProcessor.java;camel-core/src/main/java/org/apache/camel/processor/Splitter.java;camel-core/src/test/java/org/apache/camel/processor/MultiCastAggregatorTest.java;camel-core/src/test/java/org/apache/camel/processor/SplitterTest.java;
291,Improvement,Closed,Fixed,camel-core,Major,Przemyslaw Budzik,2008/01/15 15:45:56 +0100,2008/01/15 15:45:56 +0100,Hadrian Zbarcea,2008/02/08 22:39:11 +0100,24.28697917,24.28697917,MulticastRecipientList - recipient list that uses multicast processor   ,Probably it would be useful to have recipientList that in InOut mode doesn't work as a pipeline. I faced that problem  however InOnly is ok. It seems in InOut it reminds of RoutingSlip. Optionally we could use MulticastProcessor to process 'recipients'. If you think it makes sense  attached patch enhances camel-core with such feature.   ,1.3.0,1.3.0,0,0,54,1,4,4,0,0,0,0,0,0,0,0,
298,Improvement,Closed,Fixed,camel-core,Trivial,Christian Schneider,2008/01/19 17:22:55 +0100,2008/04/17 05:02:40 +0100,Claus Ibsen,2008/04/17 06:11:42 +0100,88.53387731,0.047939815,Remove tangle between impl and impl.converter   ,Currently impl and impl.converter reference each other. If possible such cycles should be avoided.When I looked into it I found that impl.converter references only a single class CachingInjector. No other class in camel-core seems to use this class. So my suggestion is to move CachingInjector to impl.converter. So the cycle i removed. As far as I can see this should cause no ther issues.   ,1.2.0; 1.3.0,1.4.0,0,0,64,1,6,3,0,0,0,1,0,0,1,4,camel-core/src/main/java/org/apache/camel/impl/CachingInjector.java;camel-core/src/main/java/org/apache/camel/impl/converter/AnnotationTypeConverterLoader.java;camel-core/src/main/java/org/apache/camel/impl/converter/CachingInjector.java;camel-core/src/main/java/org/apache/camel/impl/converter/InstanceMethodTypeConverter.java;
304,Bug,Closed,Fixed,camel-http,Major,Roman Kalukiewicz,2008/01/22 01:39:44 +0100,2008/01/22 01:39:44 +0100,Roman Kalukiewicz,2008/01/22 01:48:16 +0100,0.005925926,0.005925926,Multithreaded HTTP invocations doesn't work   ,Description of the bug:http://www.nabble.com/Multithreaded-http-endpoint-to13646722s22882.html#a13646722   ,1.3.0,1.3.0,0,0,7,1,2,2,0,0,0,0,0,0,2,5,components/camel-http/src/main/java/org/apache/camel/component/http/HttpComponent.java;components/camel-http/src/main/java/org/apache/camel/component/http/HttpEndpoint.java;components/camel-http/src/test/java/org/apache/camel/component/http/MultiThreadedHttpGetTest.java;components/camel-jetty/src/main/java/org/apache/camel/component/jetty/JettyHttpComponent.java;components/camel-jetty/src/main/java/org/apache/camel/component/jetty/JettyHttpEndpoint.java;
320,Bug,Closed,Fixed,camel-core,Major,Aaron Crickenberger,2008/02/05 14:10:17 +0100,2008/02/05 14:10:17 +0100,Hadrian Zbarcea,2008/02/06 21:56:00 +0100,1.323414352,1.323414352,DefaultParameterMappingStrategy doesn't load its defaults   ,This is preventing BeanProcessor from using bean methods with a Message parameter  or bean methods not named 'process' that have an Exchange as their parameter. For example  to map to a Message the it tries using the ParameterExpression bodyAs(Message.class) instead of inmessageExpression().   ,1.2.0,1.3.0,0,0,42,1,2,2,0,0,0,0,0,0,0,0,
323,Bug,Closed,Fixed,,Trivial,Claus Ibsen,2008/02/10 11:21:45 +0100,null,Unassigned,2008/02/16 18:47:02 +0100,6.309224537,null,spring-2.5.1.jar is twice in the camel distro   ,I downloaded the latest snapshot apache-camel-1.3-20080210.022044-67.zip fromhttp://people.apache.org/repo/m2-snapshot-repository/org/apache/camel/apache-camel/1.3-SNAPSHOT/The .zip file contains spring-2.5.1.jar twice/camel/lib/camel/lib/optionalIs Spring both mandatory and optional?And btw it includes an old version of commons-logging-1.0.4.jar. v1.1 of commons logging is out.   ,1.3.0,1.3.0,0,0,34,0,2,2,0,0,0,0,0,0,0,0,
324,Bug,Closed,Fixed,camel-http,Critical,Alex Cichowski,2008/02/10 11:30:07 +0100,2008/02/12 17:44:36 +0100,Gary Tully,2008/02/28 04:52:42 +0100,17.7240162,15.46395833,bad content length header value in http response   ,By default HttpBinding class copies all request header attributes from the request to the response including 'Content-Length'. So the consequence is that the response is declaring the same size as the request which can lead to serious truncation problems! the workaround is simply to add the line:out.removeHeader('Content-Length'); in the writeResponse method of the httpbinding class allowing jetty to set the right value.   ,1.3.0,1.3.0,0,0,63,1,7,5,0,0,0,1,0,0,0,0,
